('kalo', 2.0489704002319243e-05)
('kemana', 2.0489704002319243e-05)
('laku', 2.0489704002319243e-05)
('small', 2.0489704002319243e-05)
('pipa', 2.069098204524998e-05)
('bnwb', 2.6727489861378546e-05)
('part', 2.862714303813156e-05)
('satu', 2.8709339415792244e-05)
('hibur', 2.9141446144316831e-05)
('bagi', 2.9361597995821676e-05)
('minta', 2.9361597995821676e-05)
('gin', 3.3010999299467716e-05)
('just', 3.3010999299467716e-05)
('mana', 3.3010999299467716e-05)
('susah', 3.3010999299467716e-05)
('enak', 3.3208822776399628e-05)
('lagu', 3.3208822776399628e-05)
('tempat', 3.4806605676245999e-05)
('others', 3.6594887641791716e-05)
('hahaha', 3.7201747608094679e-05)
('bbm', 4.8731477324716839e-05)
('bawa', 5.3245613275093932e-05)
('pikir', 5.3245613275093932e-05)
('temu', 5.3245613275093932e-05)
('uts', 5.3245613275093932e-05)
('kuat', 5.3341999388059772e-05)
('pacar', 5.3341999388059772e-05)
('sabar', 5.3341999388059772e-05)
('report', 6.8198415289095525e-05)
('bismillah', 7.4542438192869203e-05)
('in', 7.4542438192869203e-05)
('semarang', 7.4542438192869203e-05)
('bulan', 8.0651365108306053e-05)
('cempala', 8.1501549593949904e-05)
('500', 8.5493398071720826e-05)
('sompiawards2015', 8.5493398071720826e-05)
('kelebut', 8.575457983469227e-05)
('minute', 8.575457983469227e-05)
('pergi', 8.575457983469227e-05)
('sebentar', 8.5993198563936467e-05)
('baru', 8.7189161504168893e-05)
('bb', 9.0728653073202711e-05)
('mulai', 9.4360616372272271e-05)
('ibu', 9.5052567659520054e-05)
('bakar', 0.00010734683601518114)
('bagus', 0.00011133061694230756)
('j', 0.00012778109931430549)
('main', 0.00013153916342520885)
('kembali', 0.00013799079512829383)
('lunch', 0.00013799079512829383)
('haves', 0.00013907892855222071)
('nikmat', 0.00013907892855222071)
('nyari', 0.00013907892855222071)
('perempuan', 0.00013907892855222071)
('terimakasih', 0.00013907892855222071)
('ulang', 0.00013907892855222071)
('pin', 0.00014474700698687619)
('armada', 0.00015336664028597915)
('senyum', 0.00018940597390075357)
('tutup', 0.00018940597390075357)
('yah', 0.00018940597390075357)
('yg', 0.00018940597390075357)
('kopi', 0.00021717289757390286)
('jawab', 0.00022227193213902315)
('mata', 0.00022227193213902315)
('sarap', 0.00022227193213902315)
('apa', 0.00022529339497115105)
('holiday', 0.00022529339497115105)
('keluar', 0.00022529339497115105)
('likeforlike', 0.00022529339497115105)
('ngantuk', 0.00022529339497115105)
('penting', 0.00022529339497115105)
('selesai', 0.00022529339497115105)
('tuhan', 0.00022529339497115105)
('abang', 0.00023463875416033288)
('haha', 0.00023463875416033288)
('hasil', 0.00023463875416033288)
('manusia', 0.00023463875416033288)
('universitas', 0.00023566068432066643)
('negeri', 0.00024609276082490465)
('kemeja', 0.00026858357658766642)
('harrismadeouryear', 0.00027578648442190155)
('size', 0.00027578648442190155)
('kelas', 0.00030200734393976818)
('mas', 0.0003169753888615179)
('terima', 0.00035842891835487526)
('tugas', 0.00035842891835487526)
('wkwk', 0.00035842891835487526)
('indah', 0.00036289900484293234)
('alphabetsctvdihatiku', 0.0003656051520401021)
('asa', 0.0003656051520401021)
('bgt', 0.0003656051520401021)
('cari', 0.0003656051520401021)
('cewek', 0.0003656051520401021)
('keras', 0.0003656051520401021)
('keren', 0.0003656051520401021)
('mudah', 0.0003656051520401021)
('ngadem', 0.0003656051520401021)
('rindu', 0.0003656051520401021)
('trndnl', 0.0003656051520401021)
('bangun', 0.00036968944585015457)
('cream', 0.00038621806036648039)
('pusat', 0.00042599583787796973)
('pcs', 0.00046439751886491985)
('pilih', 0.00048163558396912301)
('tetap', 0.00057870046221127525)
('cerita', 0.00058206859183055574)
('do', 0.0005945076403927553)
('jaga', 0.0005945076403927553)
('mau', 0.0005945076403927553)
('nona', 0.0005945076403927553)
('sembuh', 0.0005945076403927553)
('shiningbrightatbekasi', 0.0005945076403927553)
('sibuk', 0.0005945076403927553)
('supir', 0.00069056488781534615)
('neng', 0.00076822177878216574)
('sekolah', 0.00091571358350822044)
('jabat', 0.0009356059904289351)
('lepas', 0.0009356059904289351)
('loh', 0.0009356059904289351)
('ujung', 0.0009356059904289351)
('adek', 0.00096897235986769025)
('ajak', 0.00096897235986769025)
('amin', 0.00096897235986769025)
('bakal', 0.00096897235986769025)
('bosan', 0.00096897235986769025)
('daftar', 0.00096897235986769025)
('ga', 0.00096897235986769025)
('ganteng', 0.00096897235986769025)
('gw', 0.00096897235986769025)
('kemarin', 0.00096897235986769025)
('kosong', 0.00096897235986769025)
('mampir', 0.00096897235986769025)
('mantan', 0.00096897235986769025)
('melulu', 0.00096897235986769025)
('min', 0.00096897235986769025)
('np', 0.00096897235986769025)
('nyaman', 0.00096897235986769025)
('pertama', 0.00096897235986769025)
('sedih', 0.00096897235986769025)
('sukses', 0.00096897235986769025)
('tiba', 0.00096897235986769025)
('wisuda', 0.00096897235986769025)
